Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2001","2001","ha","12335175","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2002","2002","ha","11760965","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2003","2003","ha","12965678","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2004","2004","ha","12410677","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2005","2005","ha","11549425","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2006","2006","ha","12613094","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2007","2007","ha","13767400","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2008","2008","ha","14444582","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2009","2009","ha","13654715","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2010","2010","ha","12678875","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2011","2011","ha","13218892","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2012","2012","ha","14198496","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2013","2013","ha","15279652","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2014","2014","ha","15432909","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2015","2015","ha","15407143","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2016","2016","ha","14970502","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2017","2017","ha","17427206","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2018","2018","ha","16126368","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","56","Maize","2019","2019","ha","17518054","","Official data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1961","1961","hg/ha","13123","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1962","1962","hg/ha","13048","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1963","1963","hg/ha","13092","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1964","1964","hg/ha","11606","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1965","1965","hg/ha","13809","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1966","1966","hg/ha","13066","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1967","1967","hg/ha","13828","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1968","1968","hg/ha","13369","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1969","1969","hg/ha","13149","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1970","1970","hg/ha","14421","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1971","1971","hg/ha","13393","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1972","1972","hg/ha","14130","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1973","1973","hg/ha","14295","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1974","1974","hg/ha","15248","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1975","1975","hg/ha","15048","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1976","1976","hg/ha","15967","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1977","1977","hg/ha","16322","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1978","1978","hg/ha","12197","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1979","1979","hg/ha","14406","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1980","1980","hg/ha","17790","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1981","1981","hg/ha","18330","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1982","1982","hg/ha","17308","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1983","1983","hg/ha","17496","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1984","1984","hg/ha","17610","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1985","1985","hg/ha","18662","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1986","1986","hg/ha","16486","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1987","1987","hg/ha","19843","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1988","1988","hg/ha","18775","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1989","1989","hg/ha","20582","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1990","1990","hg/ha","18735","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1991","1991","hg/ha","18084","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1992","1992","hg/ha","22828","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1993","1993","hg/ha","25321","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1994","1994","hg/ha","23629","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1995","1995","hg/ha","26005","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1996","1996","hg/ha","24761","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1997","1997","hg/ha","26228","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1998","1998","hg/ha","27964","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","1999","1999","hg/ha","27765","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2000","2000","hg/ha","27182","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2001","2001","hg/ha","34019","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2002","2002","hg/ha","30559","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2003","2003","hg/ha","37273","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2004","2004","hg/ha","33671","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2005","2005","hg/ha","30403","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2006","2006","hg/ha","33823","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2007","2007","hg/ha","37852","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2008","2008","hg/ha","40800","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2009","2009","hg/ha","37145","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2010","2010","hg/ha","43667","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2011","2011","hg/ha","42107","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2012","2012","hg/ha","50057","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2013","2013","hg/ha","52536","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2014","2014","hg/ha","51761","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2015","2015","hg/ha","55353","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2016","2016","hg/ha","42877","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2017","2017","hg/ha","56183","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2018","2018","hg/ha","51076","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","56","Maize","2019","2019","hg/ha","57734","Fc","Calculated data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1961","1961","tonnes","9036237","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1962","1962","tonnes","9587285","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1963","1963","tonnes","10418267","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1964","1964","tonnes","9408043","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1965","1965","tonnes","12111921","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1966","1966","tonnes","11371455","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1967","1967","tonnes","12824380","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1968","1968","tonnes","12813638","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1969","1969","tonnes","12693435","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1970","1970","tonnes","14216009","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1971","1971","tonnes","14129749","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1972","1972","tonnes","14891444","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1973","1973","tonnes","14185877","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1974","1974","tonnes","16273227","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1975","1975","tonnes","16334516","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1976","1976","tonnes","17751072","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1977","1977","tonnes","19255936","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1978","1978","tonnes","13569401","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1979","1979","tonnes","16306380","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1980","1980","tonnes","20372080","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1981","1981","tonnes","21116912","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1982","1982","tonnes","21842480","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1983","1983","tonnes","18731216","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1984","1984","tonnes","21164144","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1985","1985","tonnes","22018176","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1986","1986","tonnes","20541230","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1987","1987","tonnes","26786650","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1988","1988","tonnes","24749550","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1989","1989","tonnes","26589870","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1990","1990","tonnes","21347770","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1991","1991","tonnes","23624340","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1992","1992","tonnes","30506127","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1993","1993","tonnes","30055633","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1994","1994","tonnes","32487625","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1995","1995","tonnes","36266951","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1996","1996","tonnes","29652791","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1997","1997","tonnes","32948044","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1998","1998","tonnes","29601753","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","1999","1999","tonnes","32239479","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2000","2000","tonnes","32321000","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2001","2001","tonnes","41962475","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2002","2002","tonnes","35940832","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2003","2003","tonnes","48327323","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2004","2004","tonnes","41787558","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2005","2005","tonnes","35113312","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2006","2006","tonnes","42661677","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2007","2007","tonnes","52112217","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2008","2008","tonnes","58933347","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2009","2009","tonnes","50719822","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2010","2010","tonnes","55364271","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2011","2011","tonnes","55660235","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2012","2012","tonnes","71072810","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2013","2013","tonnes","80273172","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2014","2014","tonnes","79881614","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2015","2015","tonnes","85283074","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2016","2016","tonnes","64188314","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2017","2017","tonnes","97910658","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2018","2018","tonnes","82366531","","Official data"
"QC","Crops","21","Brazil","5510","Production","56","Maize","2019","2019","tonnes","101138617","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1961","1961","ha","31231","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1962","1962","ha","26050","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1963","1963","ha","29037","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1964","1964","ha","25986","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1965","1965","ha","30036","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1966","1966","ha","31546","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1967","1967","ha","27650","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1968","1968","ha","29377","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1969","1969","ha","29833","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1970","1970","ha","30705","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1971","1971","ha","34084","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1972","1972","ha","27697","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1973","1973","ha","37373","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1974","1974","ha","34604","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1975","1975","ha","44793","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1976","1976","ha","36205","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1977","1977","ha","39715","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1978","1978","ha","55552","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1979","1979","ha","62629","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1980","1980","ha","75522","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1981","1981","ha","90231","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1982","1982","ha","94596","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1983","1983","ha","95105","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1984","1984","ha","113719","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1985","1985","ha","150395","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1986","1986","ha","123051","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1987","1987","ha","131498","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1988","1988","ha","114950","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1989","1989","ha","195120","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1990","1990","ha","193200","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1991","1991","ha","265081","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1992","1992","ha","284025","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1993","1993","ha","268018","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1994","1994","ha","281545","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1995","1995","ha","165179","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1996","1996","ha","160466","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1997","1997","ha","196803","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1998","1998","ha","188822","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","1999","1999","ha","218863","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2000","2000","ha","182010","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2001","2001","ha","257531","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2002","2002","ha","254663","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2003","2003","ha","297083","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2004","2004","ha","347126","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2005","2005","ha","367921","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2006","2006","ha","323998","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2007","2007","ha","136955","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2008","2008","ha","117058","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2009","2009","ha","134040","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2010","2010","ha","173455","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2011","2011","ha","172127","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2012","2012","ha","208730","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2013","2013","ha","227632","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2014","2014","ha","238465","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2015","2015","ha","296608","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2016","2016","ha","330184","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2017","2017","ha","371650","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2018","2018","ha","437822","","Official data"
"QC","Crops","21","Brazil","5312","Area harvested","75","Oats","2019","2019","ha","448072","","Official data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1961","1961","hg/ha","6648","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1962","1962","hg/ha","7661","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1963","1963","hg/ha","6259","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1964","1964","hg/ha","7417","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1965","1965","hg/ha","7668","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1966","1966","hg/ha","7366","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1967","1967","hg/ha","7694","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1968","1968","hg/ha","8711","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1969","1969","hg/ha","8656","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1970","1970","hg/ha","8713","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1971","1971","hg/ha","8479","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1972","1972","hg/ha","9054","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1973","1973","hg/ha","10150","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1974","1974","hg/ha","9748","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1975","1975","hg/ha","9286","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1976","1976","hg/ha","10761","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1977","1977","hg/ha","9425","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1978","1978","hg/ha","9711","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1979","1979","hg/ha","9191","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1980","1980","hg/ha","10012","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1981","1981","hg/ha","10914","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1982","1982","hg/ha","6498","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1983","1983","hg/ha","9760","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1984","1984","hg/ha","9983","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1985","1985","hg/ha","11048","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1986","1986","hg/ha","10596","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1987","1987","hg/ha","12635","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1988","1988","hg/ha","11378","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1989","1989","hg/ha","11696","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1990","1990","hg/ha","9201","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1991","1991","hg/ha","8693","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1992","1992","hg/ha","10470","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1993","1993","hg/ha","9806","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1994","1994","hg/ha","9270","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1995","1995","hg/ha","10951","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1996","1996","hg/ha","13550","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1997","1997","hg/ha","11623","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1998","1998","hg/ha","10976","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","1999","1999","hg/ha","13162","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2000","2000","hg/ha","11773","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2001","2001","hg/ha","13298","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2002","2002","hg/ha","11729","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2003","2003","hg/ha","14645","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2004","2004","hg/ha","13238","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2005","2005","hg/ha","14199","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2006","2006","hg/ha","12520","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2007","2007","hg/ha","17363","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2008","2008","hg/ha","20376","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2009","2009","hg/ha","18838","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2010","2010","hg/ha","22776","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2011","2011","hg/ha","21671","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2012","2012","hg/ha","20650","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2013","2013","hg/ha","22861","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2014","2014","hg/ha","18122","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2015","2015","hg/ha","17024","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2016","2016","hg/ha","26435","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2017","2017","hg/ha","16838","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2018","2018","hg/ha","20539","Fc","Calculated data"
"QC","Crops","21","Brazil","5419","Yield","75","Oats","2019","2019","hg/ha","20542","Fc","Calculated data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1961","1961","tonnes","20762","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1962","1962","tonnes","19957","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1963","1963","tonnes","18173","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1964","1964","tonnes","19274","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1965","1965","tonnes","23033","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1966","1966","tonnes","23238","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1967","1967","tonnes","21274","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1968","1968","tonnes","25589","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1969","1969","tonnes","25824","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1970","1970","tonnes","26754","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1971","1971","tonnes","28899","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1972","1972","tonnes","25077","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1973","1973","tonnes","37934","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1974","1974","tonnes","33731","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1975","1975","tonnes","41593","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1976","1976","tonnes","38962","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1977","1977","tonnes","37430","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1978","1978","tonnes","53947","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1979","1979","tonnes","57564","","Official data"
"QC","Crops","21","Brazil","5510","Production","75","Oats","1980","1980","tonnes","75609","","Official data"
